0.276532    -0.58901    -0.34557     1.19297 
  -0.767582      1.2221    -1.97876     2.62316 
    3.74835    -5.18144     3.05581     7.08907 
    1.37039    -2.24455    0.198501       2.641 
  0.0285032   -0.621057  0.00569406     0.63721 
   0.103836   0.0440567    0.131364    0.173146 
   0.125308    0.220186    0.519097    0.577621 
   -5.14104     6.87502    -4.58791     9.73471 
    1.24974    -2.40205     1.42272     3.05873 
   0.942335    -1.65656    0.903119     2.10898 
 -0.0296697  -0.0464532   0.0186635   0.0581938 
  0.0978509   0.0149479   0.0188335    0.100762 
   0.179276  -0.0603219    0.438767    0.477803 
  0.0637093   0.0458547   0.0875941    0.117619 
    1.71423    -1.88346      2.0417     3.26413 
    5.07781    -7.42693     5.46573      10.527 
  0.0923064   -0.200256    0.135771    0.258953 
   0.889491    -1.11556    0.872648     1.67248 
  -0.544721    0.830639   -0.485475     1.10561 
  -0.127022    0.295932   -0.217921    0.388844 
  -0.365933    0.875928   -0.365441      1.0172 
  -0.196858    0.275074   -0.159034    0.373779 
   -3.10008     4.57937     -2.4189     6.05639 
   -6.11147      8.6144    -5.18959     11.7682 
   -2.67314     3.75471    -2.36403     5.17998 
   -1.29118     1.55419   -0.977397     2.24454 
  -0.256734    0.232962   -0.137744    0.373038 
  -0.296282    0.608228   -0.340682    0.757488 
  -0.170508    0.264192   -0.258821    0.407258 
 -0.0633709   0.0983715  0.00444536    0.117101 
  -0.114661    0.337099   -0.213055     0.41494 
  -0.546484     1.08091   -0.765784     1.43298 
  -0.360895    0.543925   -0.488792    0.815486 
    1.13971    -1.86885     1.13255     2.46854 
    5.05825    -7.07158      4.8419     9.95272 
