-0.18243   -0.528363   -0.245185    0.626134 
   0.286152    -1.09827    -1.95638     2.26605 
 0.00140965    -1.04705   -0.624137     1.22692 
  -0.137008   -0.271007  -0.0225583     0.33497 
 -0.0534591    -1.06228    -1.10713     1.54159 
   0.188274   -0.165873   -0.430983    0.701731 
   -1.17807    -3.64943    -4.47624     5.91495 
  -0.018597    0.236431  -0.0569224    0.281008 
   0.553788    0.415431    -2.47804     2.57671 
  -0.106892    0.118954   -0.437771    0.486517 
   -4.54044     3.84322     19.4503     20.3457 
   -1.03837    0.411563     3.42466     3.60491 
  0.0256931    0.546892     1.88039     1.96344 
   0.988846   -0.182877    0.494021     1.46223 
   0.700419   -0.801598    0.623079     1.55054 
    1.74317     -1.5153     1.08025     2.55366 
   0.307234   -0.294146   -0.330494    0.556436 
  -0.310337    -1.01302   -0.866519     1.37581 
   0.371177    0.479501   -0.372981    0.725457 
-0.00886982   -0.131209   -0.447851     0.48718 
  -0.247312    0.129932   -0.763763    0.825142 
 -0.0129645   0.0931517   -0.254852    0.305409 
 -0.0435697  -0.0590846    0.056001   0.0923332 
  -0.107692   0.0702614    0.134652    0.186186 
 -0.0460239   -0.513484   -0.471449    0.698605 
-0.00249498  -0.0461363   -0.761134    0.762535 
  -0.102473    0.296814   -0.672134    0.741865 
 -0.0657285    0.612262     -1.0414     1.20984 
  0.0348646  -0.0495109   -0.155388     0.16677 
 -0.0659409   0.0331872     -0.3369    0.344893 
   0.354893    0.806017    -2.07784     2.26109 
 -0.0786622    0.160276    0.404417    0.442074 
  -0.986742     1.13004     3.40352     3.71949 
   -1.49711    0.914795      5.1968     5.48497 
  -0.212348   0.0897098    0.581138    0.625189 
   0.285114    -0.15606   0.0933972    0.338183 
   0.619449   -0.580696    0.290213    0.897301 
   0.774198   -0.584645    0.320595     1.02175 
    0.18258   -0.220089    0.128571    0.313537 
 0.00979868  -0.0487844  0.00929255    0.050619 
   0.247312   -0.058179  -0.0858036    0.268161 
  0.0193783   0.0118855    0.119606    0.121747 
   0.238379   0.0451642    0.202229     0.31585 
 -0.0322366    0.128525   -0.437553    0.478007 
   0.187763   -0.250734   -0.813977    0.883267 
   0.441992    0.209423   -0.933918     1.05424 
   0.319383    0.124603   -0.447546    0.563763 
    1.30046     1.86839    -6.11076     6.58816 
   0.236158    0.217593   -0.670554    0.756465 
 -0.0685654   -0.147388   -0.555061    0.594976 
  -0.446821   -0.964264    -1.34101     1.71675 
    1.08528     2.15468    -5.21613     5.82313 
  0.0879913     0.29078   -0.892784     0.95333
