0.878932     4.48955    -3.89927     6.01268 
   0.874073    0.767705    -1.64384     2.07348 
    0.47806     1.35257     -1.6719     2.20742 
  -0.645085  0.00643121   -0.439394    0.792921 
    0.16468   -0.353632  -0.0687513    0.419978 
  -0.918405    0.920583     1.53861     2.01934 
   0.537087   -0.250318      1.3646     1.49423 
  -0.471509    -8.59407     7.76992     11.5962 
  -0.266689   -0.722981    0.020406    0.783403 
  -0.134193    -1.01622    0.454577     1.12997 
  0.0602111    -1.77189     1.85152     2.56726 
   0.885465     12.7843    -12.6298     18.0171 
  0.0384127   0.0727215   -0.043213   0.0929049 
 -0.0629175   -0.102738  -0.0501387     0.13049 
  -0.573855   -0.376159   -0.162693    0.705177 
  0.0469068     1.10619    0.603852     1.26115 
 -0.0282305     1.01652     0.43463     1.10589 
  -0.138688    -1.19572    0.862031     1.48713 
  -0.435011    -1.40643      1.3275     1.98722 
  -0.304288    -2.80565     2.20881     3.58373 
  -0.719952    -11.5202     10.3056     15.4738 
  0.0107225     1.00262    -1.22508     1.58309 
  0.0341506    0.323418   -0.294769    0.438924 
 -0.0680516   -0.166988    0.469878     0.50329 
 -0.0583167  -0.0181634   0.0508155   0.0794542 
   0.169914    0.929462   -0.924788     1.32947 
   0.279359    0.930916   -0.457527     1.08326 
-0.00797168     1.37419    -1.45795     2.00352 
 -0.0505252    0.227178   -0.211521     0.31449 
   0.387458     4.01762    -4.91003     6.42496 
 -0.0312473    0.352524   -0.459905     0.59686 
   0.106193   -0.857071    0.780237     1.16388 
 -0.0366882   -0.516313    0.507587    0.724962
