-0.792081     2.70333    -4.99181      5.8083 
   0.272295     3.20103    -5.32555     6.28988 
  -0.754537    0.821955    -1.12323     1.58936 
   0.046574    -0.67633   -0.168561    0.712379 
  -0.335508    0.674765   -0.351404    0.843112 
   -0.31916    0.170584   -0.167177    0.422362 
    0.40102    -1.90079     3.60683     4.20279 
   0.110739   -0.273332       1.254     1.29575 
   0.600784    -2.09034     3.44652      4.0778 
   0.364815    -3.13581      6.6806     7.40544 
   -2.09882     8.29821    -15.2325     17.4798 
  -0.217059    0.136983    -0.41535    0.507813 
   0.114564  -0.0521981    0.160928    0.247441 
 -0.0557108   -0.070859    0.625999    0.647672 
   0.381535    -1.10416     1.01489     1.55378 
  -0.268599   -0.210341    0.472643    0.599383 
   0.813493    -2.67075     4.25461     5.17463 
  0.0625365   -0.745685     1.70928     1.87112 
  -0.896264     4.53713    -7.08636     8.46314 
-0.000324603    0.577218   -0.752664     0.95873 
   0.352734    -0.38464    0.515297    0.746579 
    0.17723   -0.541744    0.908972     1.08195 
    1.16472    -6.35363     11.6023     13.2792 
  0.0697579   -0.489739    0.955639     1.07608 
   0.934594    -1.05009    0.218167     1.42259 
  0.0500235  -0.0181025   0.0056705   0.0534996 
  -0.264052     1.27556    -2.20367     2.55987 
  0.0118352   0.0183995  -0.0270186   0.0347652 
  0.0643278   -0.574629    0.411883    0.709919 
 0.00854009  -0.0719769  0.00107465   0.0724897 
