0.773424   0.0567566    0.382949    0.995879 
  -0.148032     1.04281   -0.707779     1.27663 
  -0.391261   0.0010758    0.614153      1.1877 
   -0.46832   -0.184568    -0.60678     1.22553 
   -1.34863   0.0502342  -0.0218301      1.4372 
   -1.42545  -0.0734497   -0.163512     1.51914 
 -0.0679376    0.316274   0.0214068    0.352963 
  -0.930843  -0.0779747    0.135968    0.954209 
   -1.54212    0.157742   -0.215421     1.57128 
  -0.732512   -0.247834   -0.460882    0.910981 
   -1.44105   -0.508738  -0.0989671     1.53776 
   -5.76741    -3.58418    -2.89619     7.38354 
   -3.67471    -1.72616    -1.77751      4.4342 
    1.83626    0.339273    0.852137     2.05732 
    1.15347    0.154632    0.862173     1.45507 
    1.76632    0.353158    0.239327     1.88401 
    -5.8486    0.830324    0.851747     5.96997 
   -1.16184    -1.47445    -1.15093     2.20635 
    -1.0036    -0.96879   -0.579066     1.51676 
    2.46192     1.22663     1.67626     3.25931 
    1.68559   0.0594361    0.102861     1.76152 
    4.64782     1.51991      2.2434     5.38008 
     4.4033     1.30485     2.07957     5.04146 
    2.50971    0.813583     1.33541      2.9603 
     1.4505    0.520448    0.761265     1.72447 
    2.97027     1.67088   -0.225027      3.4509 
     0.2114   0.0685113   0.0425365    0.265844 
   0.490449    0.390447   -0.184706    0.668271 
  0.0555605    0.505951   -0.023759    0.528316 
    -1.5978   -0.656181   -0.218751     1.74109 
 -0.0341161  -0.0113553   0.0024123   0.0360407 
  -0.148447  -0.0676915    -0.05816     0.17321 
 -0.0187698  -0.0447368  -0.0828519   0.0960111 
   0.181365    -0.10438   -0.452528    0.498568 
 -0.0223574  -0.0504213   -0.033807   0.0646922 
 -0.0471504  -0.0242924   -0.360621      0.3645 
 -0.0133568    0.168408    0.020823    0.170216 
 -0.0467381  0.00350483   0.0470482   0.0664098 
  -0.453111  0.00490114   -0.118613    0.468404 
 -0.0957846   0.0664722  -0.0288126    0.120097 
   -0.38428   -0.263646   -0.404951    0.617386 
   -1.77303    -1.55891    -1.90699     3.03487 
  -0.634679   -0.425799   -0.407898    0.866316 
   -4.34267    -3.02018    -3.21904     6.19213 
   0.454753   0.0552303   0.0399679    0.480549 
   0.317685    0.014778    0.433527    0.555488 
    3.60121     0.99337     1.79622     4.14511 
   0.541375    0.114001    0.223155    0.596558 
    1.20469     1.20891    0.751647      1.9291 
   0.208273  0.00608423   0.0199644    0.251581 
    1.12206     1.02336     0.31518     1.62768 
   0.145368    0.123734    0.380619    0.448098 
-0.000432818  -0.0223687 -0.00847849   0.0239256 
   0.035469    0.185207    -0.20777    0.280586 
    0.23718  -0.0306552      0.1211    0.268065 
    1.09962   -0.224108      0.2688     1.15397 
