1.04975     1.43143   -0.914521     2.05695 
  -0.301755    0.205412    0.571531    0.692371 
    2.84792     2.70536    -1.24623     4.15047 
  -0.294796    0.523507   -0.105691    0.625791 
   -2.27117     2.40205    0.361827     3.32843 
   -1.76426      1.8123    0.604623     2.64695 
   0.180229    -0.24449    0.137435    0.361422 
    1.59211    -1.96933    -2.05613     3.29916 
  -0.664293    0.569945    0.630173     1.08753 
    -1.3117    0.756743    0.625245     1.64427 
    2.11001      -1.889   -0.858627     2.96263 
  -0.327558   -0.506098    0.100557    0.626914 
   0.372345    -1.24873   -0.612941     1.44677 
     1.0303    -1.65908    -1.51409     2.52074 
   0.033055    0.183198   0.0596349    0.240188 
   0.587053    0.878825   -0.160791      1.0781 
   0.156394   -0.457606   0.0233334    0.484155 
   0.181665  -0.0644861    0.158843    0.249783 
   0.128578    -0.18552    0.129494    0.260228 
   -0.42966    0.325669    0.284751    0.625484 
  -0.289673     0.63708    0.114545    0.722759 
   -6.14844     4.95138     2.22887     8.20407 
   -1.34539     1.69973    0.214863     2.18284 
   0.979396     -1.5624   -0.249741     1.86606 
  0.0090688   -0.353893   0.0330739    0.355551 
  0.0614081   -0.466255    0.196036    0.509505 
  0.0275556    0.079961   0.0510758   0.0988018 
 -0.0313133     1.01339     0.29418     1.05569 
   -1.33971     1.79342    0.349857     2.27004 
   -2.80262     3.84551     1.33261     4.94348 
   -2.21677     3.01044     0.57599     3.78267 
   -0.10113   0.0950788   0.0147429    0.139587 
-0.00896588   -0.528381   -0.124219     0.54286 
   0.113193    -0.41383   -0.108054     0.44243 
   0.230526   -0.141514  -0.0296262    0.272114 
   0.118741   -0.216462 -0.00238369    0.246903 
 -0.0150908  -0.0166712  -0.0103061   0.0247361 
   0.126013    0.140222   -0.216569     0.28713 
   0.991351   -0.578931   0.0418431     1.15722 
 -0.0118485  -0.0548697     0.15373     0.21509 
  -0.360491    0.675901  -0.0684785    0.769081 
  -0.218355    0.324436   0.0528036    0.394622 
    -1.2942     1.40103    0.698989     2.03135 
   -2.14231     2.10334     1.19123     3.22995 
    10.4952    -16.8656    -2.74316      20.059 
   0.559202   -0.809453   -0.099601     0.99866 
    0.10062   -0.479841   -0.167144    0.517985 
0.000428939  -0.0449564   0.0247612   0.0513262 
 -0.0762029   -0.134841  -0.0752612    0.172201 
  0.0532116   -0.170826   -0.121058    0.216028 
  0.0261418   -0.175437  -0.0262224    0.179302 
  0.0670469  -0.0642335   0.0658087    0.113807 
   0.775886    -1.03912   0.0532227     1.29792 
    0.76335    -1.22352    0.135158     1.44844
